1;РђРґС‹РіРµР№СЃРє;385200;РђРґС‹РіРµСЏ Р РµСЃРї
2;РђРґС‹РіРµР№СЃРє;385239;РђРґС‹РіРµСЏ Р РµСЃРї
3;РђРґС‹РіРµР№СЃРє;385271;РђРґС‹РіРµСЏ Р РµСЃРї
4;РњР°Р№РєРѕРї;385000;РђРґС‹РіРµСЏ Р РµСЃРї
5;РњР°Р№РєРѕРї;385452;РђРґС‹РіРµСЏ Р РµСЃРї
6;РњР°Р№РєРѕРї;385060;РђРґС‹РіРµСЏ Р РµСЃРї
7;РњР°Р№РєРѕРї;385002;РђРґС‹РіРµСЏ Р РµСЃРї
8;РњР°Р№РєРѕРї;385061;РђРґС‹РіРµСЏ Р РµСЃРї
9;РњР°Р№РєРѕРї;385064;РђРґС‹РіРµСЏ Р РµСЃРї
10;РњР°Р№РєРѕРї;385001;РђРґС‹РіРµСЏ Р РµСЃРї
11;РњР°Р№РєРѕРї;385077;РђРґС‹РіРµСЏ Р РµСЃРї
12;РњР°Р№РєРѕРї;385019;РђРґС‹РіРµСЏ Р РµСЃРї
13;РњР°Р№РєРѕРї;385020;РђРґС‹РіРµСЏ Р РµСЃРї
14;РњР°Р№РєРѕРї;385017;РђРґС‹РіРµСЏ Р РµСЃРї
15;РњР°Р№РєРѕРї;385012;РђРґС‹РіРµСЏ Р РµСЃРї
16;РњР°Р№РєРѕРї;385009;РђРґС‹РіРµСЏ Р РµСЃРї
17;РњР°Р№РєРѕРї;385008;РђРґС‹РіРµСЏ Р РµСЃРї
18;РњР°Р№РєРѕРї;385007;РђРґС‹РіРµСЏ Р РµСЃРї
19;РњР°Р№РєРѕРї;385006;РђРґС‹РіРµСЏ Р РµСЃРї
20;РњР°Р№РєРѕРї;385003;РђРґС‹РіРµСЏ Р РµСЃРї
21;РњР°Р№РєРѕРї;385069;РђРґС‹РіРµСЏ Р РµСЃРї
22;РђРіРёРґРµР»СЊ;452920;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
23;Р‘Р°Р№РјР°Рє;453633;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
24;Р‘Р°Р№РјР°Рє;453630;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
25;Р‘Р°Р№РјР°Рє;453631;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
26;Р‘РµР»РµР±РµР№;452000;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
27;Р‘РµР»РѕСЂРµС†Рє;453502;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
28;Р‘РµР»РѕСЂРµС†Рє;453500;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
29;Р‘РµР»РѕСЂРµС†Рє;453503;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
30;Р‘РµР»РѕСЂРµС†Рє;453505;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
31;Р‘РµР»РѕСЂРµС†Рє;453506;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
32;Р‘РµР»РѕСЂРµС†Рє;453511;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
33;Р‘РµР»РѕСЂРµС†Рє;453512;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
34;Р‘РµР»РѕСЂРµС†Рє;453507;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
35;Р‘РµР»РѕСЂРµС†Рє;453510;Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ Р РµСЃРї
